project,repo_url,bug_commit_hash,bug_file_path,fix_commit_hash,method_name,method_signature,loc,cyclomatic_complexity,halstead_volume,maintainability_index
traccar-traccar,https://github.com/traccar/traccar.git,ec2b7b64a83aa1c3dcd0cd69c1ae7b2d0d8a7864,src/main/java/org/traccar/helper/Parser.java,8ae0436e5edb76243e59ee6e9b2c1a6132fd9464,hasNext,"public BasicType(dimensions=[], name=boolean) hasNext(BasicType(dimensions=[], name=int) number)",3,1,6.34,143.6
traccar-traccar,https://github.com/traccar/traccar.git,596036dc3380e0750d27c814a4d3bb94f4c7e1ea,src/main/java/org/traccar/protocol/Jt600FrameDecoder.java,ec2b7b64a83aa1c3dcd0cd69c1ae7b2d0d8a7864,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=ChannelHandlerContext, sub_type=None) ctx, ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",22,7,407.17,89.23
traccar-traccar,https://github.com/traccar/traccar.git,2ac77554f7771a014d62a6e5eeb381b4650dc4f4,src/main/java/org/traccar/protocol/T55ProtocolDecoder.java,9aef1bfcffa0750ba0771dd1af2ffe8667547b3a,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",58,26,1500.54,66.44
traccar-traccar,https://github.com/traccar/traccar.git,0f5c17535ff8a3bd7a8c8a0616535077e5c72d39,src/main/java/org/traccar/protocol/MeitrackProtocolDecoder.java,9a1cbeb7b754b0147d8ccbc334849fac087d7cda,decodeBinaryE,"private ReferenceType(arguments=[TypeArgument(pattern_type=None, type=ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None))], dimensions=[], name=List, sub_type=None) decodeBinaryE(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",183,16,3395.01,43.69
traccar-traccar,https://github.com/traccar/traccar.git,5b77d6297eaf171595ca0eedb50e434eb073c8ac,src/main/java/org/traccar/protocol/MeitrackProtocolDecoder.java,dfc546a26f5b7b9486df31ccce812f44bd41168f,decodeBinaryE,"private ReferenceType(arguments=[TypeArgument(pattern_type=None, type=ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None))], dimensions=[], name=List, sub_type=None) decodeBinaryE(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",178,16,3321.93,44.25
traccar-traccar,https://github.com/traccar/traccar.git,5284faae8ce9ed077035167063c8d2977d06a8fd,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,3331593759a21a1fa36cb64332e14828f7e522f0,decodeTransparent,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeTransparent(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",105,10,1506.27,57.03
traccar-traccar,https://github.com/traccar/traccar.git,785933bc74b2530ed36b4d5fae364284e28cf5d9,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,2749e520c9ea1ba778c120739e2b67a9fe5e119c,decodeLocation2,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation2(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, BasicType(dimensions=[], name=int) type)",38,10,876.91,76.3
traccar-traccar,https://github.com/traccar/traccar.git,2749e520c9ea1ba778c120739e2b67a9fe5e119c,src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,f4d10160d9513eb190169d0ab335c3d99c6d4e31,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",161,19,3531.33,45.52
traccar-traccar,https://github.com/traccar/traccar.git,a07e078645418720ad4bbe4ce352cae607c42175,src/main/java/org/traccar/protocol/Tk103ProtocolDecoder.java,5f56a56d77216fa46a63eabbcef67d59d4d7c817,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",108,40,3091.66,52.51
traccar-traccar,https://github.com/traccar/traccar.git,2bb447924b834693f4d97585f1e5e9e822b62fe3,src/main/java/org/traccar/protocol/TzoneProtocolDecoder.java,f8fb3f67bc0bc44f9da89c3dabbec7406751e3c6,decodeTags,"private decodeTags(ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) position, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",19,3,330.34,92.89
traccar-traccar,https://github.com/traccar/traccar.git,f8fb3f67bc0bc44f9da89c3dabbec7406751e3c6,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,ee3cbd4aba2e7df2ac2da4292caa87a63b171a87,decodeLocation2,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation2(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, BasicType(dimensions=[], name=int) type)",53,12,1111.75,69.64
traccar-traccar,https://github.com/traccar/traccar.git,f73263da4800f86203e1aa425b0b7d3243d4b7c3,src/main/java/org/traccar/protocol/WialonProtocolDecoder.java,7c2f9e56ba5f699d22ec2939408357b5a220bacc,sendResponse,"private sendResponse(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) type, ReferenceType(arguments=None, dimensions=[], name=Integer, sub_type=None) number)",12,3,162.52,104.02
traccar-traccar,https://github.com/traccar/traccar.git,b083371beb7b5d32b8ce91da60e10dd3cf8b4c6b,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,d4efbfa2a7d9d8410540fd2b6409c4086da9cec5,decodeLocation,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",278,25,6341.94,33.57
traccar-traccar,https://github.com/traccar/traccar.git,c2dad387cb769284b279d8f0738a3f5b04c7819b,src/main/java/org/traccar/protocol/MeitrackProtocolDecoder.java,5c26f25b3b0afc509c76bfc4a111dbc383efee26,decodeBinaryE,"private ReferenceType(arguments=[TypeArgument(pattern_type=None, type=ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None))], dimensions=[], name=List, sub_type=None) decodeBinaryE(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",190,17,3474.74,42.95
traccar-traccar,https://github.com/traccar/traccar.git,4ece72558c80038728fa67ec51238bac48fc4d64,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,5da3b8fcb480736161aa6a0896501f00f197bc13,decodeLocation,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",287,25,6582.45,32.86
traccar-traccar,https://github.com/traccar/traccar.git,44d188ece3edfb2e3ff10094465d5a1d1ab03f6a,src/main/java/org/traccar/protocol/TeltonikaProtocolDecoder.java,4ece72558c80038728fa67ec51238bac48fc4d64,parseData,"private ReferenceType(arguments=[TypeArgument(pattern_type=None, type=ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None))], dimensions=[], name=List, sub_type=None) parseData(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, BasicType(dimensions=[], name=int) locationPacketId, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) imei)",52,14,1176.19,69.62
traccar-traccar,https://github.com/traccar/traccar.git,9a427527da45e599a1082f1f2836d195ea26acb5,src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,c024d09744dea2db2d60f51bc6c1532284ffca4e,decodeAlarm,"private ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) decodeAlarm(BasicType(dimensions=[], name=long) code)",21,7,169.92,94.53
traccar-traccar,https://github.com/traccar/traccar.git,4c57f717f678969a46d9d84538a3116018dce9c1,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,d797671b2ce6fb70ac868bb96f87be8b2a85e4f9,decodeTransparent,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeTransparent(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",133,12,2049.12,51.55
traccar-traccar,https://github.com/traccar/traccar.git,ab801e856521356ff7a33250e1abdb8857ef84b3,src/main/java/org/traccar/protocol/Tk103ProtocolDecoder.java,1d31ebe88f2674252fc2ab043349b900db5e5e2d,decodeBms,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeBms(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence)",46,6,1279.15,71.36
traccar-traccar,https://github.com/traccar/traccar.git,1d31ebe88f2674252fc2ab043349b900db5e5e2d,src/main/java/org/traccar/protocol/AtrackProtocolDecoder.java,f92bde2088001c34186eb3897cece90171a319d1,readBinaryCustomData,"private readBinaryCustomData(ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) position, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) form)",125,9,1937.54,52.92
traccar-traccar,https://github.com/traccar/traccar.git,03cebd3191a9c27c4b38e585b323d5c8d6868571,src/main/java/org/traccar/protocol/Gt06ProtocolDecoder.java,0f8dd92a6b1b9a288be888838a30195a6de41250,decodeExtended,"private ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodeExtended(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",320,46,8579.53,29.58
traccar-traccar,https://github.com/traccar/traccar.git,bb6964f03867d039a547c103cd16390f78688022,src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,e73f36db83b9dc00a5dfe0a9625f40bd2698c3fa,decodeEri,"private ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodeEri(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence)",80,20,1895.62,60.08
traccar-traccar,https://github.com/traccar/traccar.git,e73f36db83b9dc00a5dfe0a9625f40bd2698c3fa,src/main/java/org/traccar/protocol/HuaShengProtocolDecoder.java,3dad196b882c031e4ed36536c3b2deeb1b3bbff6,decodePosition,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodePosition(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, BasicType(dimensions=[], name=int) index)",100,10,2899.72,54.41
traccar-traccar,https://github.com/traccar/traccar.git,d797671b2ce6fb70ac868bb96f87be8b2a85e4f9,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,ae1205dfdded530e4cdf7bb665fe52cf197c33be,decodeExtension,"private decodeExtension(ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) position, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, BasicType(dimensions=[], name=int) endIndex)",83,3,1329.9,61.76
traccar-traccar,https://github.com/traccar/traccar.git,b9b2c5c111a56acfab6ac6b5c314f6f0dcb9baec,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,553527d9fbe689be243acbf219bed432f15c25e3,decodeLocation,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",292,25,6685.44,32.5
traccar-traccar,https://github.com/traccar/traccar.git,074dc016d21f9848140d125c2812d8abf25e8d53,src/main/java/org/traccar/api/MediaFilter.java,adbe25e9daa125e989c853068bc600c61234c342,destroy,public destroy(),2,1,2.0,156.17
traccar-traccar,https://github.com/traccar/traccar.git,fb83a98d33ddfab9a6c54c9f94a9a05a8a40f6ea,src/main/java/org/traccar/model/ExtendedModel.java,d244b4bc4999ba3e3dca607bf797c3f7d7f578ff,getString,"public ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) getString(ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) key, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) defaultValue)",8,3,87.57,113.8
traccar-traccar,https://github.com/traccar/traccar.git,854afb13bd8115a17b9c6c4cf739707313a709cf,src/main/java/org/traccar/protocol/GoSafeProtocolDecoder.java,8de9a36abef8e66be4fcc248b49045ffd3b5f7ae,decodeFragment,"private decodeFragment(ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) position, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) fragment)",110,21,3449.64,51.79
traccar-traccar,https://github.com/traccar/traccar.git,a24d7d5d7a61946b45ed5d344fee0a0e27bd3144,src/main/java/org/traccar/protocol/FreematicsProtocolDecoder.java,fdbd269b9b99de074e2fd9d99d1702620102801b,decodePosition,"private ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodePosition(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) id)",108,11,2001.0,55.07
traccar-traccar,https://github.com/traccar/traccar.git,532c414196d94661e31c48332ff4f598c27ebbcf,src/main/java/org/traccar/protocol/WatchFrameDecoder.java,f1de2533c3527aefc6f9eb15277128bb8d8ec3cb,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=ChannelHandlerContext, sub_type=None) ctx, ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",33,5,412.26,82.67
traccar-traccar,https://github.com/traccar/traccar.git,82ecf19d235a50af1475463f7467d9468fa53346,src/main/java/org/traccar/protocol/AtrackProtocolDecoder.java,94fbc93f8b0a75fe17e529355c4e7758b81b4776,readBinaryCustomData,"private readBinaryCustomData(ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) position, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) form)",310,9,5363.44,32.91
traccar-traccar,https://github.com/traccar/traccar.git,94fbc93f8b0a75fe17e529355c4e7758b81b4776,src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,03650fff8064b60ffcda75f9033fd44e66ef34b3,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=ChannelHandlerContext, sub_type=None) ctx, ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",11,3,151.62,105.79
traccar-traccar,https://github.com/traccar/traccar.git,03650fff8064b60ffcda75f9033fd44e66ef34b3,src/main/java/org/traccar/protocol/HuabaoProtocolDecoder.java,4a64ef748e207406be4f7aa7538d59b7b0f9735c,decodeLocation,"private ReferenceType(arguments=None, dimensions=[], name=Position, sub_type=None) decodeLocation(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",295,25,6750.84,32.28
traccar-traccar,https://github.com/traccar/traccar.git,3b6900a95342ae87861cfcae8870ac790da7a504,src/main/java/org/traccar/protocol/FifotrackProtocolDecoder.java,1b899329364619cbdc4213e2fd065955a94f5c6c,decodeLocationNew,"private ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodeLocationNew(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence)",45,5,1256.0,71.86
traccar-traccar,https://github.com/traccar/traccar.git,2088a59da55e581391f9a768003b68baca467007,src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,3b6900a95342ae87861cfcae8870ac790da7a504,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",177,22,3997.54,43.31
traccar-traccar,https://github.com/traccar/traccar.git,3952b3445d96d91f87d6a427ba10a86907cb0fea,src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,bc99846b0c88ac41b96744edd23ef254f492c0b7,decodeDar,"private ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodeDar(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence)",18,3,269.21,94.83
traccar-traccar,https://github.com/traccar/traccar.git,18ee50d2b0ddd75328a1c43fff21be5a4f11910d,src/main/java/org/traccar/protocol/Gt06ProtocolDecoder.java,d4c204914f907f7bbdf34a965500797b03fafdf8,decodeVariant,"private decodeVariant(ReferenceType(arguments=None, dimensions=[], name=ByteBuf, sub_type=None) buf)",35,32,936.09,77.03
traccar-traccar,https://github.com/traccar/traccar.git,7ade92a97f41951aecfbb9de720780cf5232e2c1,src/main/java/org/traccar/protocol/LaipacProtocolDecoder.java,779486a30483f7ab9c2c0f4c39c6a4e14319b330,decodeAvrmc,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodeAvrmc(ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) sentence, ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress)",57,13,1797.69,65.94
traccar-traccar,https://github.com/traccar/traccar.git,5e18cb586d34aa3db0417cef9635bf1d9cae6e18,src/main/java/org/traccar/protocol/MiniFinderProtocolDecoder.java,8b4d3ee0b96407ad3c889bc3bb0261e5ebe60532,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",60,15,1201.34,67.17
traccar-traccar,https://github.com/traccar/traccar.git,957a68d4a378c0f9d5000bc00599427fd78e663d,src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,a8a06ffd494fc7161ca0edca39ae35be865a383f,decode,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decode(ReferenceType(arguments=None, dimensions=[], name=Channel, sub_type=None) channel, ReferenceType(arguments=None, dimensions=[], name=SocketAddress, sub_type=None) remoteAddress, ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) msg)",91,11,1730.41,58.6
traccar-traccar,https://github.com/traccar/traccar.git,8b4d3ee0b96407ad3c889bc3bb0261e5ebe60532,src/main/java/org/traccar/protocol/StartekProtocolDecoder.java,52799453e0ee9a9db3cbad58138712c8c40c458f,decodePosition,"protected ReferenceType(arguments=None, dimensions=[], name=Object, sub_type=None) decodePosition(ReferenceType(arguments=None, dimensions=[], name=DeviceSession, sub_type=None) deviceSession, ReferenceType(arguments=None, dimensions=[], name=String, sub_type=None) content)",81,14,2453.89,58.61
